ID,变体,描述
50292326,,在蓝牙和其他设备下的相机属性页面中的高级相机配置对话框>设置应用程序中的相机 (27695)（需启用49575624）
51597662,,设备离线安装内部版本的估计时间将通过"开始"菜单的电源按钮和"设置"应用的 Windows Update 页面显示。(27695)
40637063,,查看已知网络的Wi-Fi密码的对话框（通过网络和互联网调用>Wi-Fi > 管理已知网络）已经焕然一新，以符合Windows 11的设计美学。(27695)
52608608,,"在个性化>文本输入下添加了一个新部分，用于在键盘上配置 Copilot 键。选择"自定义"选项将显示一个弹出窗口，用于选择要在按 Copilot 键时启动的 UWP 应用程序。"
48478026,,"在"设置">"系统>"下，您现在将找到全新的体验，其中新的顶部卡突出显示了设备的关键硬件规格。这些卡旨在让您了解对您来说重要的设备硬件的最重要细节。(19045.5070)"
53281237,,"现在可以在具有教育、企业和 IoT Enterprise SKU 的托管商业设备上访问主页（除Microsoft Entra ID用户外）。默认情况下，该页面处于禁用状态 (22635.4300)"
45286384,,"上下文菜单中的 Share 选项已替换为 "Share with" 级联菜单，用于直接与应用程序共享本地文件。此菜单会逐步推出(22635.4367)（需启用52800817,48433719）"
"50557073,50692135",,"触摸键盘的新游戏手柄键盘布局（26120.1843）（需启用48433719,52800817）"
40466470,,"对WiFi 6E（6 GHz频段）的支持已经实施到移动热点功能中，该功能可以通过网络和互联网下的移动热点属性进行配置>移动热点。此功能将逐步推出(26120.1912)（需启用48433719）"
45643758,,在电池使用图表的System > Power & battery下添加了一个图表图例。默认情况下，此功能处于禁用状态 (27718)
51016952,,对贴靠布局建议进行了内部更改。它逐步推出，但可以通过启用 velocity 暂存键来手动激活。(22635.4371)
42941381,,"登录屏幕中添加了新的"欢迎回来！此功能仅在使用 Microsoft 帐户登录时可用 （26212）+改进的 Windows Hello 用户体验（登录屏幕上的新 Windows Hello 和 PIN 图标）以及重新设计的密钥 Windows 安全凭证用户体验（之前在内部版本 22635.3930 和 22635.4225 中引入）已逐步推出。(22635.4440)+ Ctrl+Alt+Delect快捷键界面的文字更改为蓝色（已移除）（需启用48433719）"
"50235585,52081114",,"右键单击导航窗格中的位置时，现代上下文菜单中的 New Folder （新建文件夹） 选项（之前在内部版本 22635.4000 中实现）已逐步推出。(22635.4445)"
46493758,,"右键单击"开始"菜单的"推荐"部分中最近使用的文件以进行快速共享时，上下文菜单中添加了一个新的"共享"选项。默认情况下，它处于禁用状态(22635.4445)（需启用48433719）"
45738940,,在跳转列表中最近使用的项目旁边添加了一个新的"共享"按钮，用于快速共享。默认禁用。(22635.4445)（需启用48433719）
53655156,"1/2/3/4/5","53655173显示其他描述和 ⊞ Win+Z 快捷方式提示的功能已实现到 Snap Assist 中。默认禁用 (22635.4510)"
"41598133,41670003",,"重新设计的"重置此电脑"和"返回早期版本"对话框已重新实现，分别在版本 25231 和 25247 中实现，但后来在版本 26085 中完全删除。默认禁用(27744)"
51960011,,修复文件资源管理器菜单向上弹出(可能会导致标签页出现细线)
54237951,,设置未知新功能
48822452,,对系统托盘中电池图标的改进（需启用48433719）
54865932,,"改进了Windows搜索中对 Web 搜索提供程序的支持，包括选项卡中更清晰的提供程序属性（之前在内部版本 26120.2510 中为欧洲经济区 （EEA） 的用户实施，并且可以通过启用速度暂存键手动激活）"
48822452,,在系统托盘中显示电池百分比的能力，以及在设置应用程序中的系统>电源和电池下新增的"电池百分比"部分（26120.2510）（需启用48433719）
48504539,"1/2/3/4","Emoji and more系统托盘按钮已更新为 4 个额外的图标 默认情况下，这些图标处于禁用状态，但可以通过启用力度暂存键并将参数设置为 1 到 4 来手动激活。"
"50179255,53672489",,"锁屏小组件上原生方案(22635.4870)(启用后小组件变WinUI3，26120.3073设置-个性化-锁屏界面将无法打开)"
52145430,"1/2","Windows聚焦图标更改(22635.4660)1.附带新文本2.不附带新文本"
47274802,,"各种警告和错误消息对话框中的文本缩放支持，改进了对文件资源管理器、文件打开/保存对话框和复制对话框的支持，该对话框遵循"设置"应用程序中"辅助功能→文本大小"首选项下的文本大小首选项（需启用48433719）"
54322778,,放大镜中新增了 Ctrl+Alt+- 键盘快捷键，用于在当前缩放和 1× 缩放之间切换
49527529,,"恢复"功能是一种设备同步功能，旨在在手机和 Windows 桌面环境之间创建无缝的 OneDrive 集成（需启用48433719）"
47944061,,新的右键单击上下文菜单，用于关闭或暂停文件资源管理器地址栏中的"开始备份"提醒（需启用48433719）
"51784082,54618938",,"设置"应用中"系统→关于"页面下的新顶部卡，用于显示关键硬件规格"
53844009,"1/3/4",对锁屏界面右上角热点的更新
54572881,,"如果启用了"登录时恢复以前的文件夹窗口"选项，则可以在登录时恢复每个文件资源管理器窗口中以前打开的所有选项卡（需启用48433719）"
48656084,,将鼠标悬停在桌面上的 Spotlight 按钮上时自动打开 Spotlight 浮出控件的功能（需启用48433719）
54920368,,在设置应用程序中删除"位置历史记录"功能及其在隐私和安全下的相应设置→位置
"45624564,53397005",,"在文件上使用拖放功能时，屏幕顶部新增了"Drag here to Share"栏（需启用48433719）"
"32145346,49753995",,"任务管理器现在将使用标准指标在所有页面中一致地显示 CPU 工作负载。为了向后兼容，Details （详细信息） 选项卡上提供了一个名为 "CPU utility（CPU实用工具）" 的新可选列，其中显示了 Processes （进程） 页面上使用的上一个 CPU 值。(26120.3360)"
54157537,,CE 标志已添加到"系统>关于"下的"Windows 规格"部分。（主要针对欧洲EEA用户）
55393518,,讲述人生成式总结
50070238,,"蓝屏死机 （BSOD） 已更新为简化和流线型设计，删除了 QR 码，并且默认背景颜色恢复为黑色，就像以前版本的 Windows 一样（绿色保留在 Insider 版本中）。"
55120546,,添加了用于启动 Copilot 的新 ⊞ Win+C 键盘快捷键。按住快捷方式 2 秒钟还将调用"按下通话"功能并开始与 Copilot 对话。
"53433910,54475355",,存储在设备上的本地图像的内嵌图像编辑功能已在 Windows 共享浮出控件中实现。（需启用48433719）
53871483,,Windows Share 浮出控件中链接和 Web 内容的新视觉预览（需启用48433719）
55393518,,在讲述人中具有视觉辅助的 AI 生成的图像描述功能
"50472543,50472600",,"固定应用程序的上下文菜单已更新，能够向左或向右移动固定的应用程序、创建新的应用程序文件夹或将固定的应用程序移动到现有文件夹。"
55305888,,新的"常见问题"列表已添加到"系统→关于"下的"设备规格"部分。
53957537,,"鼠标控制面板小程序中的几个选项已经移植到设置应用程序中的鼠标相关页面（蓝牙和设备→鼠标，鼠标→辅助功能以及鼠标指针和触摸→辅助功能）。"
47375114,,中文（中国大陆/台湾）和日语的语音访问支持。
55049146,,"查看功能"对话框中的"添加的功能"列表（通过"设置"应用程序中的"系统→可选功能"调用）和用于在添加和可用功能列表之间切换的新链接。"
49402389,,"开始菜单大更新！更多自定义！（需启用49221331,47205210,48433719）（貌似需禁用48697323 ？26120.3671启用后无法打开开始菜单）（目前不推荐实体机启用）"
"49381526,49820095,55495322",,"在开始菜单旁边添加了一个新的配套面板，用于管理通过 Phone Link 应用程序连接的 Android 移动设备。（已经有了，但是转移到了新的id）（需启用48433719）"
42651849,,任务栏日历弹窗新增时钟功能，可精确到秒数。（需启用48433719）(22635.5240)
56305056,,用于将用户自己的单词添加到语音访问中的词典的词汇生成器（26120.3671）
46532062,,能够在 Windows 安全中心应用程序的设备安全→安全处理器详细信息页面下显示 Pluton TPM 芯片的制造商和制造商版本（27764）
56724497,,语音访问切换开关已添加到"快速设置"的"辅助功能"弹出按钮下。（26120.3872）
55677794,,"重命名您的打印机"对话框（通过打印机属性页面在蓝牙和设备→打印机和扫描仪下调用）已经焕然一新，以符合Windows 11的设计美学。（26120.3872）"
55708620,,"两个新的文本作，"Practice in Reading Coach"和"Read with Immersive Reader"，已实施到 Click to Do 中，并逐步推广到配备 Snapdragon X 系列处理器的 ARM64 设备。（26120.3872）"
56659543,,"在"个性化"→"锁屏"下自定义锁屏天气小组件的功能已添加并逐步推出。（需启用50179255,53672489）（26120.3360）"
33289874,,语音输入中添加了一个新的"筛选不雅内容"切换开关，用于控制亵渎过滤器。(22635.5305)
56887314,,"快速设置"中的"辅助功能"弹出按钮已更新，按视觉、聆听、运动和移动性进行了新的分组，以便于识别。（26120.3941）"
55245340,,显示带有高度的电源方案内容的命令。（27766）
49793372,,"更改了"在显示功能中使用 HDR"的措辞，以提高支持的媒体类型的清晰度。新增了"即使 HDR 已关闭，也允许 HDR 视频流"选项。新的"使用杜比视界模式"选项，用于独立于 HDR 切换杜比视界模式。（需启用48433719）"
"53427769,57244651",,"在搜索结果中显示 AI 支持的推荐的新代理已实施，并逐步推广到配备 Snapdragon X 系列处理器的 ARM64 设备。作为此更改的一部分，搜索框也已移至应用程序顶部。（26120.3964）"
56005157,,设置-开发人员选项改为"高级"（Dev Home RIP）（26120.3964）
56887328,,"快捷设置"中的"辅助功能"部分已更新，可显示辅助技术的文本描述。（26120.4151）"
"54792954,55345819",,上下文菜单中添加了一个新的"AI操作"条目，用于快速对所选文件执行 AI 驱动的操作。（需启用48433719）（26120.4151）
55390938,,在 Windows 共享浮出控件中图像上选择高、中或低压缩比例的下拉菜单（26120.4151）
"56778684,56892083",,"如果新的默认浏览器注册了其他文件和链接类型，则将为它们设置它们&一个新的"设置默认值"按钮，如果浏览器注册了文件类型，则浏览器可以打开 PDF 文件。.pdf（欧洲EEA地区专属）（26120.4151）"
56661439,,添加了一个新的 ⊞ Win+Shift+T 键盘快捷键，可以直接打开 Snipping Tool 的文本提取器功能。（26120.4151）
57166128,2,Windows 备份应用程序中已实施新的简化登录页面。（26120.4151）
55805655,,"能够显示来自 Microsoft Store 应用程序的推荐，该推荐由"打开方式..."中应用程序旁边的 Microsoft Store 图标表示对话框。（26120.4151）（需启用41118774）"
57471391,,隐私与安全→在设置应用程序中的搜索页面（从搜索权限和搜索Windows子页面合并）（26120.4230）
"57237670,57345863",,讲述人中的新功能可发现性对话框（26120.4230）
55755652,,"cmdlet 的"属性"字段，用于枚举驱动程序包目录属性，指示驱动程序类型以及驱动程序是否经过证明签名（27871）"
57160253,,在设置应用程序中的时间和语言→语言和区域下，将当前用户设置复制到欢迎屏幕和系统帐户或新用户帐户（从区域控制面板小程序移植）的选项 （需启用48433719）（26120.3964）
48103152,,"在设置应用程序中的系统→通知中添加了一个新选项，用于更改亮度、音量、飞行模式和虚拟桌面的屏幕硬件指示器的位置。有三个位置可用（底部中心、左上角和顶部中心）。（26120.4452）"
57159238,,"在设置应用程序中的"日期与时间"控制面板小程序中的"额外时钟"设置已被移植到"在系统托盘中显示时间和日期"部分的时间与语言→日期与时间"下。（需启用48433719）（26120.4452）"
"57466092,57511506",,"添加了新的个性化主页，用于显示最新的 Recall 快照以及用户在过去 24 小时内花费时间最多的前三个应用程序和网站的精选视图。还添加了一个新的导航栏，以便直观地访问关键的 Recall 功能，包括 Home、Timeline、Feedback 和 Settings。（26120.4452）"
"55467432,55648925,56328729",,添加了在锁定屏幕右下角显示新电池图标和电池百分比.（26120.2510）
"46471475,56508991",,"左侧导航窗格中的"以管理员身份运行"按钮，用于使用管理员权限重新启动任务管理器（如果启用管理员保护，则可用）（27881）"
"45172197,51406324",,"管理员保护、重新设计的用户帐户控制提升提示及其在 Windows 安全中心应用程序中的设置(26120.4520)"
38762814,,通知中心功能已扩展到辅助监视器。(26120.5722)
57413021,,在"时间和语言"→"日期和时间"下更改时间格式的 AM/PM 符号的选项>更改日期和时间格式（需启用48433719）（26120.5742）
57193719,,"设置"应用中"时间和语言"→"日期和时间"下的"立即同步"部分中的"选择时间服务器"选项，用于手动更改 NTP 时间服务器 （需启用48433719）（26120.5742）"
56848060,,将鼠标悬停在任务栏上打开的应用程序或应用程序组上时的新过渡效果（之前只有悬停动画，目前加入了应用切换等动画）（需启用48433719）
"49453572,57857165",,"对深色模式的支持已实现到各种 Win32 文件作对话框（复制/粘贴、删除、确认等）中。（需启用48433719,56848060）"
55844454,,在"共享"浮出控件中固定项目的能力（需启用48433719）（26120.4733）
57048226,,（未知）
57994323,,"深色模式下Win32文件作对话框下的进度图颜色从绿色（#3d7b27/#06b025）更改为浅蓝色（#3c5c6b/#60cdff）。可以通过启用 、 和 velocity 暂存键手动激活对深色模式本身的支持（需启用48433719,49453572,57857165）（26120.5751）"
57645315,,"对视频壁纸的本机支持（以前作为 Windows Vista Ultimate 的 Windows DreamScene 引入，但在 Windows 8 中完全删除）已重新实现。支持多种媒体容器格式，即 .mp4、.wmv、.mkv、.avi、.mov 和 .webm。它可以通过"设置"应用程序中"个性化>背景"下的"浏览照片"按钮进行配置。（需启用48433719）（26120.6990）"
57703775,,"在快速设置中 Wi-Fi 和蜂窝网络部分的右下角添加了一个新的"测试互联网速度"按钮，并在系统托盘中网络图标的右键单击上下文菜单中添加了一个新的"Peform 速度测试"选项。单击它们将打开一个 Microsoft Bing 网页并执行由 Speedtest 提供支持的网络速度测试。（26120.6760）"
"58383338,59203365,59270880",,已实现对"运行和文件夹选项"对话框中的深色模式的支持。（需启用48433719）（26120.6972）
56845155,,"蓝牙和移动设备→移动设备下的"移动设备"部分，其中包含跨设备体验主机中"管理移动设备"对话框中的所有设置（26120.6690）"
58970402,,语音输入中的"行动前等待时间"设置，用于配置执行语音命令之前的延迟。（26120.6982）
41356296,,"自动隐藏任务栏"有了新的动效。（需启用48433719）"
57915467,,新的搜索框闪光。（尚不知道是啥）
57048237,,主要功能包。（尚不知道是啥）
57882334,,任务栏可以在其他应用窗口共享。（仅限部分应用）
53343270,,设置主页新的设备卡。（仅限美国地区）
59265307,,"设置下的系统-系统信息页面进行了翻新。（顶部设备卡 RIP且"常见问题"分为单独一个栏目）（已经失效）"
45690266,,文件资源管理器中的新云文件搜索开关。
56546130,,在新版开始菜单布局下下的搜索飞出窗口已调整为匹配大小。（26200.5641）
"57739723,57941090",,"任务栏上的搜索框已通过新的"询问Copilot"功能进行了改进，以显示由 Copilot Vision 和 Voice 提供支持的搜索结果，以及其在"设置"应用程序中新的个性化→任务栏→询问副驾驶页面下的设置。（26220.7051）"
57610493,,新增了在跳出窗口中直接滚动所有搜索结果的功能，无需打开单独的结果页面。（26220.6982）
"57054134,59116012",,"如果Windows出现错误检查，登录时会弹出通知，建议在下次重启时执行Windows内存诊断扫描。如果发现内存问题并得到缓解，重启后会有通知显示。（26220.6982）"
"52580392,50902630",,"一个名为"Xbox全屏体验"（FSE）的新掌上游戏界面已实现。启用 Xbox FSE 后，Xbox PC 应用将全屏运行，作为设备的主界面，取代传统的桌面。所有应用和游戏也会全屏运行。为了释放系统资源，某些桌面装饰元素将被推迟，并抑制一组启动和后台应用。FSE可以通过任务视图、游戏栏设置或⊞ Win+F11键盘呼喊键调用。它的设置位于设置应用的游戏→全屏体验页面。（26220.7051）"
59765208,,Xbox 全屏体验（FSE） （26220.7051）
"55994763,59162732",,Widgets设置对话框已被新的全页设置页面取代，同时新增了重新排列仪表盘和配置通知的功能。(需更新到最新WWEP)(26220.7051)
58778013,,在文件管理器启动前预加载文件资源管理器。（需启用48433719）（26220.7271）
58423575,,对现代上下文菜单动作顺序的变更。（26220.7271）（需启用48433719）
"55324166,59673297",,Point-in-time恢复功能。（26220.7262）
59193521,,"如果设置里的"应用模型上下文协议（MCP）的原生支持已集成在本版本预览阶段，MCP是一种开源协议，用于标准化AI应用与外部工具及数据源之间的集成。Windows 上的 MCP 提供了 Windows 设备注册表（ODR），这是一个安全且易于管理的接口，用于通过 MCP 发现和使用本地应用和远程服务器的代理连接器。（26220.7344）"
38679741,,支持 Windows MIDI Services App SDK 的 Release Candidate 1 版本，该 SDK 是一个新的开源 Windows MIDI API。（26220.7344）
58988972,,设置中的"应用"页面引入更新应用的页面。（26220.7344）
"57156807,57259990,58381341,58527096",,运行对话框在 WinUI 3 中进行了改进，以符合 Windows 11 的设计美学。（需要在设置-高级页面中开启）（需启用48433719）（26220.7523）
59359094,,设置中帐户-其他用户下更改用户类型已经更改，以符合 Windows 11 的设计美学。（26220.7523）
58978959,,触摸键盘上的全屏语音输入叠加已被直接在听写键上显示语音输入动画所取代。（需启用48433719）（26220.7523）
57741219,,"开启/关闭Windows保护打印模式的对话框（在蓝牙和设备→打印机和扫描仪中调用"Windows保护打印模式"→）和创建/附加/初始化 VHD 确认对话框（在系统→存储→磁盘和卷中调用）得到了翻新。（需启用48433719）（26220.7670）"
58182453,,设置中的系统-高级-虚拟工作区页面下新增"适用于Linux的Windows子系统"切换开关。（26220.7752）
57118881,,隐私与安全设置页面新增安全定位摄像机和麦克风菜单。（26300.7674）
49059846,,在Resume跨设备链接页面增加WhatsApp应用。（26220.7752）
60063638,,新增任务栏共享功能。（26220.7752）
"60597402,60825171",,在"系统→ 关于"下显示存储和显卡信息的功能。（26220.7859）（需启用59265307）
"59956305,59149945",,"快速设置中的节能按钮被改成了一个分割开关，并有一个子页面显示设置应用中"系统→电源与电池→能源建议"页面的能源建议。子页面还新增了一个开关开关，用于开关暗黑模式。这些更改仅适用于电池供电设备（26220.7961）"
60911173,,"在 Windows Update → Windows Insider Program 下部分新增了功能标志页面，可手动开关由 Velocity 功能锁定机制管理的新功能。（26220.8148）"
61157505,,"Windows 更新→ Windows Insider Program 页面已更新，以反映即将到来的 Windows Insider Program 频道结构变化，包括新增的"高级选项"部分，可选择特定的 Windows 核心版本进行运行。[1]功能标志子页面用于手动开关由 Velocity 功能锁定机制管理的新功能。（需启用48433719,60911173）（26220.8165）"
"57751666,57751687",,启用菜单在日历界面的通知中心显示和隐藏专注模式。
61410885,,Windows更新页面下的暂停更新功能可以自由选择日期。（26220.8283）
59728252,,WinUI 3 的环形旋转动画已被实现到登录和关机/重启界面。（26220.8283）
60897831,,Windows更新页面下显示的所有可用更新列表已移至一个可折叠的"可用更新"部分。（26220.8283）
60662124,,使新的"屏幕色调"设置应用的辅助功能部分。（26220.8283）
60511437,,将鼠标悬停在任务栏上打开的应用程序或应用程序组上时的新过渡效果（之前只有悬停动画，目前加入了应用切换等动画）（之前已经有了，现在已经迁移到新的ID）（26220.7877）
61014711,,允许您在文件资源管理器中试用新的文件大小格式。文件资源管理器右键菜单加入刷新、打印、创建快捷方式的选项。
60716524,,新低延迟配置文件
61391826,,应用程序启动的新低延迟配置文件
????????,,通过 Microsoft Store 直接通过 Share 飞出窗口安装推荐应用的功能，已逐步向 Azure Active Directory（AAD）用户开放。
59213768,,自Windows 11最初发布以来一直缺失的任务栏位置（垂直任务栏）功能，现已重新添加并逐步推广。（26300.8493）
61090762,,"新增了一个紧凑的任务栏，图标更小，高度也降低了，通过设置应用中个性化→任务栏下的"显示较小任务栏按钮"下拉菜单来开关。（26300.8493）"
"61754985,61225604,61596616,61596617,61596618,61596619",,"在设置应用的开始菜单及其对应的个性化→开始页面加入了（1.将"推荐"部分改名为"最近"。2.新增章节层级切换，可独立显示或隐藏"置顶"、"推荐"和"全部"。3.新增了"开始菜单大小"下拉菜单，可以选择小的开始菜单和大开始菜单。4.新增隐藏用户名和头像的选项。5.如果所有开始菜单部分都关闭了，新的占位符图片。）（26300.8553）"
61372722,,解决在深色模式下文件打开、另存为对话框中出现的白色闪烁问题
"61267302,61344081,61482515,61532758,61760679",,"新增了开关建议搜索结果的功能，比如网页搜索和Microsoft Store。此功能可通过设置应用中隐私与安全→搜索中的新“显示建议搜索结果”部分进行配置。(26300.8697)"
